COLS = ['student_id', 'hs_gpa', 'hs_clubs', 'hs_sports', 'hs_attendance', 'hs_pop_density', 'need_based_aid', 'ug_gpa', 'internships', 'logins_per_week', 'time_on_task_hrs', 'submission_rate', 'course_score', 'success']
RAW = [
    (1035, 2.72, 3, 0, 0.975, 4230, 0, 2.92, 1, 4.8, 6.4, '100%', 66.4, 1),
    (1036, 2.8, 2, 0, 0.964, 3045, 1, 3.22, 0, 6.3, 4.7, '100%', 69.1, 1),
    (1037, 2.41, 3, 0, 0.878, 2891, 1, 2.52, 0, 2.0, 2.4, '75%', 74.9, 1),
    (1038, 2.9, 3, 0, 0.903, 5464, 1, 3.2, 1, 4.5, 3.1, '91%', 76.9, 1),
    (1039, 2.11, 2, 1, 0.911, 3726, 0, 2.28, 1, 2.5, 3.9, '90%', 72.0, 1),
    (1040, 1.93, 1, 0, 0.909, 3943, 1, 2.47, 0, 2.5, 2.5, '67%', 59.3, 0),
    (1041, 2.03, 1, 0, 0.919, 3752, 1, 1.65, 0, 1.2, 3.0, '68%', 58.3, 0),
    (1042, 2.33, 1, 0, 0.922, 2450, 0, 1.75, 0, 0.9, 2.3, '76%', 63.8, 0),
    (1043, 2.58, 2, 0, 0.988, 3451, 1, 2.37, 2, 5.9, 6.9, '97%', 79.2, 1),
    (1044, 2.5, 2, 0, 0.913, 5065, 1, 2.6, 1, None, None, '', 67.6, 0),
    (1045, 1.97, 2, 1, 1.0, 4595, 1, 2.2, 0, 4.7, 5.7, '84%', 72.7, 1),
    (1046, 1.5, 0, 0, 0.897, 3040, 0, 1.5, 0, 1.7, 1.8, '56%', 60.1, 0),
    (1047, 2.76, 3, 1, 0.878, 3031, 1, 2.64, 1, 4.3, 5.4, '100%', 88.7, 1),
    (1048, 2.3, 3, 0, 0.978, 1577, 0, 2.7, 2, 5.1, 6.0, '97%', 85.8, 1),
    (1049, 1.81, 0, 1, 0.852, 4263, 0, 2.2, 0, 1.5, 3.4, '67%', 63.6, 0),
    (1050, 1.89, 1, 0, 0.894, 4290, 1, 2.13, 0, 0.4, 1.1, '68%', 49.2, 0),
    (1051, 2.43, 3, 0, 0.848, 3815, 1, 2.24, 0, 3.1, 5.0, '86%', 73.8, 1),
    (1052, 2.78, 3, 0, 0.873, 4380, 1, 3.6, 0, None, None, '', 51.0, 0),
    (1053, 1.5, 0, 0, 0.833, 1921, 1, 1.5, 0, 0.0, 0.0, '66%', 62.1, 0),
    (1054, 2.84, 3, 0, 0.849, 4154, 0, 2.91, 0, None, None, '', 65.8, 0),
    (1055, 2.3, 1, 0, 0.931, 4798, 1, 3.14, 1, 2.7, 3.7, '79%', 74.9, 1),
    (1056, 1.78, 1, 0, 0.904, 3008, 1, 1.61, 0, 1.6, 3.0, '67%', 60.3, 0),
    (1057, 1.77, 0, 1, 0.874, 3115, 0, 1.5, 1, 0.0, 1.5, '64%', 68.7, 1),
    (1058, 2.13, 1, 0, 0.889, 2287, 1, 1.85, 0, 2.1, 1.9, '73%', 65.3, 1),
    (1059, 1.5, 0, 1, 0.923, 3809, 1, 1.5, 0, 1.9, 3.3, '78%', 68.0, 0),
    (1060, 2.32, 1, 1, 0.93, 4320, 1, 3.16, 0, None, None, '', 74.2, 1),
    (1061, 2.68, 3, 1, 0.903, 3184, 0, 2.73, 0, 1.6, 1.0, '78%', 68.2, 1),
    (1062, 3.4, 6, 0, 0.945, 2538, 0, 3.25, 0, 4.8, 5.6, '99%', 80.9, 1),
    (1063, 2.69, 1, 0, 0.893, 3480, 1, 2.96, 1, 3.3, 3.5, '75%', 68.1, 1),
    (1064, 2.92, 3, 1, 0.936, 2997, 0, 3.36, 0, 3.4, 3.8, '90%', 87.9, 1),
    (1065, 2.25, 1, 0, 0.829, 3403, 1, 2.08, 0, 0.5, 0.0, '72%', 62.9, 0),
    (1066, 1.81, 0, 0, 0.913, 2427, 0, 2.33, 1, 2.1, 3.0, '84%', 70.7, 1),
    (1067, 2.84, 3, 1, 0.806, 2587, 0, 2.47, 0, 0.0, 0.8, '68%', 72.4, 1),
    (1068, 2.97, 3, 1, 0.859, 3625, 0, 2.85, 1, 2.3, 3.7, '81%', 65.4, 1),
    (1069, 2.55, 2, 1, 0.898, 4150, 1, 3.4, 1, 3.8, 4.4, '94%', 82.1, 1),
    (1070, 2.94, 3, 1, 0.861, 3178, 0, 3.47, 0, 4.3, 4.8, '92%', 86.0, 1),
    (1071, 2.41, 2, 1, 0.965, 4883, 1, 2.23, 0, 4.7, 5.3, '95%', 78.9, 1),
    (1072, 2.92, 2, 0, 0.937, 3137, 0, 3.41, 1, 5.1, 6.3, '86%', 87.0, 1),
    (1073, 2.56, 3, 1, 0.9, 3812, 1, 2.92, 0, 3.1, 3.0, '80%', 67.6, 1),
    (1074, 1.5, 1, 0, 0.767, 3096, 1, 1.5, 0, None, None, '', 46.0, 0),
    (1075, 2.25, 2, 0, 0.789, 2196, 0, 2.56, 0, 1.4, 0.4, '58%', 62.2, 0),
    (1076, 1.73, 0, 1, 0.959, 3525, 1, 2.3, 0, 0.0, 2.8, '65%', 50.1, 0),
    (1077, 2.99, 4, 1, 0.877, 4161, 1, 2.56, 0, 3.5, 3.4, '89%', 73.7, 1),
    (1078, 3.33, 5, 1, 0.912, 4160, 0, 3.47, 0, 3.5, 5.5, '87%', 81.3, 1),
    (1079, 3.36, 3, 0, 0.97, 3929, 0, 3.42, 2, 5.0, 6.3, '100%', 88.2, 1),
    (1080, 3.37, 3, 0, 0.873, 4178, 0, 2.75, 0, None, None, '', 55.4, 0),
    (1081, 1.94, 1, 0, 0.893, 3737, 1, 1.5, 0, 1.7, 2.3, '83%', 57.0, 0),
    (1082, 3.37, 5, 1, 0.953, 3660, 1, 2.1, 0, 2.0, 3.1, '81%', 72.1, 1),
    (1083, 1.75, 1, 0, 0.964, 4633, 1, 1.68, 0, 3.0, 4.2, '79%', 67.0, 0),
    (1084, 2.77, 3, 0, 0.973, 4318, 0, 3.0, 0, 2.9, 3.3, '85%', 81.7, 1),
    (1085, 1.96, 1, 0, 0.932, 6048, 0, 2.32, 0, None, None, '', 71.6, 1),
    (1086, 1.57, 1, 0, 0.88, 3675, 1, 1.64, 0, None, None, '', 60.7, 0),
    (1087, 2.73, 2, 1, 0.957, 3943, 0, 2.63, 2, 5.7, 5.5, '94%', 83.3, 1),
    (1088, 1.7, 1, 0, 0.88, 2840, 0, 1.76, 0, 2.7, 2.5, '74%', 82.4, 1),
    (1089, 1.91, 0, 0, 0.83, 5017, 1, 1.99, 0, 0.4, 1.7, '70%', 50.6, 0),
    (1090, 2.28, 2, 0, 0.862, 4052, 0, 2.43, 0, None, None, '', 54.1, 0),
    (1091, 2.41, 2, 1, 0.912, 3830, 1, 2.88, 1, 4.0, 3.9, '89%', 67.0, 1),
    (1092, 2.04, 1, 1, 0.887, 3600, 1, 1.96, 0, 1.3, 2.2, '75%', 69.1, 1),
    (1093, 1.63, 0, 1, 0.791, 4117, 1, 1.84, 0, None, None, '', 59.4, 0),
    (1094, 2.74, 2, 0, 0.855, 4836, 0, 2.71, 0, 1.0, 0.0, '69%', 65.8, 0),
    (1095, 1.93, 2, 1, 0.946, 2629, 1, 2.73, 2, 4.3, 4.0, '88%', 66.1, 1),
    (1096, 3.02, 2, 0, 0.923, 3365, 0, 2.7, 0, 3.6, 5.2, '86%', 74.3, 1),
    (1097, 2.87, 3, 1, 0.805, 3964, 1, 2.57, 0, 0.0, 0.7, '64%', 54.7, 0),
    (1098, 1.83, 1, 0, 0.899, 3863, 1, 1.66, 1, 3.8, 4.3, '80%', 69.7, 1),
    (1099, 1.94, 1, 0, 0.809, 2781, 0, 1.5, 0, 0.0, 0.0, '58%', 54.7, 0),
    (1100, 1.5, 0, 1, 0.851, 2300, 1, 1.85, 0, 0.0, 1.8, '72%', 49.1, 0),
    (1004, 2.05, 1, 0, 0.887, 4034, 0, 1.81, 1, None, None, '', 60.8, 0),
    (1018, 2.63, 3, 1, 0.986, 3879, 0, 2.81, 1, None, None, '', 76.3, 1)
]
